economy,period
Bahrain,2016Q03
Bangladesh,2016Q03
Barbados,2016Q03
Belgium,2016Q03
Belize,2016Q03
Benin,2016Q03
Bermuda,2016Q03
"Bonaire, Sint Eustatius and Saba",2016Q03
Brazil,2016Q03
British Virgin Islands,2016Q03
Brunei Darussalam,2016Q03
Bulgaria,2016Q03
Cabo Verde,2016Q03
Cambodia,2016Q03
Cameroon,2016Q03
Canada,2016Q03
Cayman Islands,2016Q03
Chile,2016Q03
China,2016Q03
"China, Hong Kong SAR",2016Q03
"China, Taiwan Province of",2016Q03
Christmas Island,2016Q03
Colombia,2016Q03
Comoros,2016Q03
Congo,2016Q03
Cook Islands,2016Q03
Costa Rica,2016Q03
Cote d'Ivoire,2016Q03
Croatia,2016Q03
Cuba,2016Q03
Curacao,2016Q03
Cyprus,2016Q03
Dem. Rep. of the Congo,2016Q03
Denmark,2016Q03
Djibouti,2016Q03
Dominica,2016Q03
Dominican Republic,2016Q03
Ecuador,2016Q03
Egypt,2016Q03
El Salvador,2016Q03
Equatorial Guinea,2016Q03
Eritrea,2016Q03
Estonia,2016Q03
Faroe Islands,2016Q03
Fiji,2016Q03
Finland,2016Q03
France,2016Q03
French Guiana,2016Q03
French Polynesia,2016Q03
Gabon,2016Q03
Gambia,2016Q03
Georgia,2016Q03
Germany,2016Q03
Ghana,2016Q03
Gibraltar,2016Q03
Greece,2016Q03
Greenland,2016Q03
Grenada,2016Q03
Guadeloupe,2016Q03
Guam,2016Q03
Guatemala,2016Q03
Guinea,2016Q03
Guinea-Bissau,2016Q03
Guyana,2016Q03
Haiti,2016Q03
Honduras,2016Q03
Iceland,2016Q03
India,2016Q03
Indonesia,2016Q03
Iran (Islamic Republic of),2016Q03
Iraq,2016Q03
Ireland,2016Q03
Israel,2016Q03
Italy,2016Q03
Jamaica,2016Q03
Japan,2016Q03
Jordan,2016Q03
Kenya,2016Q03
Kiribati,2016Q03
Kuwait,2016Q03
Latvia,2016Q03
Lebanon,2016Q03
Liberia,2016Q03
Libya,2016Q03
Lithuania,2016Q03
Madagascar,2016Q03
Malaysia,2016Q03
Maldives,2016Q03
Malta,2016Q03
Marshall Islands,2016Q03
Martinique,2016Q03
Mauritania,2016Q03
Mauritius,2016Q03
Mayotte,2016Q03
Mexico,2016Q03
Micronesia (Federated States of),2016Q03
Montenegro,2016Q03
Montserrat,2016Q03
Morocco,2016Q03
Mozambique,2016Q03
Myanmar,2016Q03
Namibia,2016Q03
Nauru,2016Q03
Netherlands (Kingdom of the),2016Q03
Netherlands Antilles,2016Q03
New Caledonia,2016Q03
New Zealand,2016Q03
Nicaragua,2016Q03
Nigeria,2016Q03
Norfolk Island,2016Q03
Northern Mariana Islands,2016Q03
Norway,2016Q03
Oman,2016Q03
Pakistan,2016Q03
Palau,2016Q03
Panama,2016Q03
Papua New Guinea,2016Q03
Paraguay,2016Q03
Peru,2016Q03
Philippines,2016Q03
Poland,2016Q03
Portugal,2016Q03
Puerto Rico,2016Q03
Qatar,2016Q03
Republic of Korea,2016Q03
Republic of Moldova,2016Q03
Reunion,2016Q03
Romania,2016Q03
Russian Federation,2016Q03
Saint Kitts and Nevis,2016Q03
Saint Lucia,2016Q03
Saint Vincent and the Grenadines,2016Q03
Samoa,2016Q03
Sao Tome and Principe,2016Q03
Saudi Arabia,2016Q03
Senegal,2016Q03
Serbia and Montenegro,2016Q03
Seychelles,2016Q03
Sierra Leone,2016Q03
Singapore,2016Q03
Sint Maarten (Dutch part),2016Q03
Slovenia,2016Q03
Solomon Islands,2016Q03
Somalia,2016Q03
South Africa,2016Q03
Spain,2016Q03
Sri Lanka,2016Q03
Sudan,2016Q03
Sudan (...2011),2016Q03
Suriname,2016Q03
Sweden,2016Q03
Syrian Arab Republic,2016Q03
Thailand,2016Q03
Timor-Leste,2016Q03
Togo,2016Q03
Tonga,2016Q03
Trinidad and Tobago,2016Q03
Tunisia,2016Q03
Turkiye,2016Q03
Tuvalu,2016Q03
Ukraine,2016Q03
United Arab Emirates,2016Q03
United Kingdom,2016Q03
United Republic of Tanzania,2016Q03
United States,2016Q03
United States Virgin Islands,2016Q03
Uruguay,2016Q03
Vanuatu,2016Q03
Venezuela (Bolivarian Rep. of),2016Q03
Viet Nam,2016Q03
Wallis and Futuna Islands,2016Q03
Yemen,2016Q03
Albania,2016Q04
Algeria,2016Q04
American Samoa,2016Q04
Angola,2016Q04
Anguilla,2016Q04
Antigua and Barbuda,2016Q04
Argentina,2016Q04
Aruba,2016Q04
Australia,2016Q04
Bahamas,2016Q04
Bahrain,2016Q04
Bangladesh,2016Q04
Barbados,2016Q04
Belgium,2016Q04
Belize,2016Q04
Benin,2016Q04
Bermuda,2016Q04
"Bonaire, Sint Eustatius and Saba",2016Q04
Brazil,2016Q04
British Virgin Islands,2016Q04
Brunei Darussalam,2016Q04
Bulgaria,2016Q04
Cabo Verde,2016Q04
Cambodia,2016Q04
Cameroon,2016Q04
Canada,2016Q04
Cayman Islands,2016Q04
Chile,2016Q04
China,2016Q04
"China, Hong Kong SAR",2016Q04
"China, Taiwan Province of",2016Q04
Christmas Island,2016Q04
Colombia,2016Q04
Comoros,2016Q04
Congo,2016Q04
Cook Islands,2016Q04
Costa Rica,2016Q04
Cote d'Ivoire,2016Q04
Croatia,2016Q04
Cuba,2016Q04
Curacao,2016Q04
Cyprus,2016Q04
Dem. Rep. of the Congo,2016Q04
Denmark,2016Q04
Djibouti,2016Q04
Dominica,2016Q04
Dominican Republic,2016Q04
Ecuador,2016Q04
Egypt,2016Q04
El Salvador,2016Q04
Equatorial Guinea,2016Q04
Eritrea,2016Q04
Estonia,2016Q04
Faroe Islands,2016Q04
Fiji,2016Q04
Finland,2016Q04
France,2016Q04
French Guiana,2016Q04
French Polynesia,2016Q04
Gabon,2016Q04
Gambia,2016Q04
Georgia,2016Q04
Germany,2016Q04
Ghana,2016Q04
Gibraltar,2016Q04
Greece,2016Q04
Greenland,2016Q04
Grenada,2016Q04
Guadeloupe,2016Q04
Guam,2016Q04
Guatemala,2016Q04
Guinea,2016Q04
Guinea-Bissau,2016Q04
Guyana,2016Q04
Haiti,2016Q04
Honduras,2016Q04
Iceland,2016Q04
India,2016Q04
Indonesia,2016Q04
Iran (Islamic Republic of),2016Q04
Iraq,2016Q04
Ireland,2016Q04
Israel,2016Q04
Italy,2016Q04
Jamaica,2016Q04
Japan,2016Q04
Jordan,2016Q04
Kenya,2016Q04
Kiribati,2016Q04
Kuwait,2016Q04
Latvia,2016Q04
Lebanon,2016Q04
Liberia,2016Q04
Libya,2016Q04
Lithuania,2016Q04
Madagascar,2016Q04
Malaysia,2016Q04
Maldives,2016Q04
Malta,2016Q04
Marshall Islands,2016Q04
Martinique,2016Q04
Mauritania,2016Q04
Mauritius,2016Q04
Mayotte,2016Q04
Mexico,2016Q04
Micronesia (Federated States of),2016Q04
Montenegro,2016Q04
Montserrat,2016Q04
Morocco,2016Q04
Mozambique,2016Q04
Myanmar,2016Q04
Namibia,2016Q04
Nauru,2016Q04
Netherlands (Kingdom of the),2016Q04
Netherlands Antilles,2016Q04
New Caledonia,2016Q04
New Zealand,2016Q04
Nicaragua,2016Q04
Nigeria,2016Q04
Norfolk Island,2016Q04
Northern Mariana Islands,2016Q04
Norway,2016Q04
Oman,2016Q04
Pakistan,2016Q04
Palau,2016Q04
Panama,2016Q04
Papua New Guinea,2016Q04
Paraguay,2016Q04
Peru,2016Q04
Philippines,2016Q04
Poland,2016Q04
Portugal,2016Q04
Puerto Rico,2016Q04
Qatar,2016Q04
Republic of Korea,2016Q04
Republic of Moldova,2016Q04
Reunion,2016Q04
Romania,2016Q04
Russian Federation,2016Q04
Saint Kitts and Nevis,2016Q04
Saint Lucia,2016Q04
Saint Vincent and the Grenadines,2016Q04
Samoa,2016Q04
Sao Tome and Principe,2016Q04
Saudi Arabia,2016Q04
Senegal,2016Q04
Serbia and Montenegro,2016Q04
Seychelles,2016Q04
Sierra Leone,2016Q04
Singapore,2016Q04
Sint Maarten (Dutch part),2016Q04
Slovenia,2016Q04
Solomon Islands,2016Q04
Somalia,2016Q04
South Africa,2016Q04
Spain,2016Q04
Sri Lanka,2016Q04
Sudan,2016Q04
Sudan (...2011),2016Q04
Suriname,2016Q04
Sweden,2016Q04
Syrian Arab Republic,2016Q04
Thailand,2016Q04
Timor-Leste,2016Q04
Togo,2016Q04
Tonga,2016Q04
Trinidad and Tobago,2016Q04
Tunisia,2016Q04
Turkiye,2016Q04
Tuvalu,2016Q04
Ukraine,2016Q04
United Arab Emirates,2016Q04
United Kingdom,2016Q04
United Republic of Tanzania,2016Q04
United States,2016Q04
United States Virgin Islands,2016Q04
Uruguay,2016Q04
Vanuatu,2016Q04
Venezuela (Bolivarian Rep. of),2016Q04
Viet Nam,2016Q04
Wallis and Futuna Islands,2016Q04
Yemen,2016Q04
Albania,2017Q01
Algeria,2017Q01
American Samoa,2017Q01
Angola,2017Q01
Anguilla,2017Q01
Antigua and Barbuda,2017Q01
Argentina,2017Q01
Aruba,2017Q01
Australia,2017Q01
Bahamas,2017Q01
Bahrain,2017Q01
Bangladesh,2017Q01
Barbados,2017Q01
Belgium,2017Q01
Belize,2017Q01
Benin,2017Q01
Bermuda,2017Q01
"Bonaire, Sint Eustatius and Saba",2017Q01
Brazil,2017Q01
British Virgin Islands,2017Q01
Brunei Darussalam,2017Q01
Bulgaria,2017Q01
Cabo Verde,2017Q01
Cambodia,2017Q01
Cameroon,2017Q01
Canada,2017Q01
Cayman Islands,2017Q01
Chile,2017Q01
China,2017Q01
"China, Hong Kong SAR",2017Q01
"China, Taiwan Province of",2017Q01
Christmas Island,2017Q01
Colombia,2017Q01
Comoros,2017Q01
Congo,2017Q01
Cook Islands,2017Q01
Costa Rica,2017Q01
Cote d'Ivoire,2017Q01
Croatia,2017Q01
Cuba,2017Q01
Curacao,2017Q01
Cyprus,2017Q01
Dem. Rep. of the Congo,2017Q01
Denmark,2017Q01
Djibouti,2017Q01
Dominica,2017Q01
Dominican Republic,2017Q01
Ecuador,2017Q01
Egypt,2017Q01
El Salvador,2017Q01
Equatorial Guinea,2017Q01
Eritrea,2017Q01
Estonia,2017Q01
Faroe Islands,2017Q01
Fiji,2017Q01
Finland,2017Q01
France,2017Q01
French Guiana,2017Q01
French Polynesia,2017Q01
Gabon,2017Q01
Gambia,2017Q01
Georgia,2017Q01
Germany,2017Q01
Ghana,2017Q01
Gibraltar,2017Q01
Greece,2017Q01
Greenland,2017Q01
Grenada,2017Q01
Guadeloupe,2017Q01
Guam,2017Q01
Guatemala,2017Q01
Guinea,2017Q01
Guinea-Bissau,2017Q01
Guyana,2017Q01
Haiti,2017Q01
Honduras,2017Q01
Iceland,2017Q01
India,2017Q01
Indonesia,2017Q01
Iran (Islamic Republic of),2017Q01
Iraq,2017Q01
Ireland,2017Q01
Israel,2017Q01
Italy,2017Q01
Jamaica,2017Q01
Japan,2017Q01
Jordan,2017Q01
Kenya,2017Q01
Kiribati,2017Q01
Kuwait,2017Q01
Latvia,2017Q01
Lebanon,2017Q01
Liberia,2017Q01
Libya,2017Q01
Lithuania,2017Q01
Madagascar,2017Q01
Malaysia,2017Q01
Maldives,2017Q01
Malta,2017Q01
Marshall Islands,2017Q01
Martinique,2017Q01
Mauritania,2017Q01
Mauritius,2017Q01
Mayotte,2017Q01
Mexico,2017Q01
Micronesia (Federated States of),2017Q01
Montenegro,2017Q01
Montserrat,2017Q01
Morocco,2017Q01
Mozambique,2017Q01
Myanmar,2017Q01
Namibia,2017Q01
Nauru,2017Q01
Netherlands (Kingdom of the),2017Q01
Netherlands Antilles,2017Q01
New Caledonia,2017Q01
New Zealand,2017Q01
Nicaragua,2017Q01
Nigeria,2017Q01
Norfolk Island,2017Q01
Northern Mariana Islands,2017Q01
Norway,2017Q01
Oman,2017Q01
Pakistan,2017Q01
Palau,2017Q01
Panama,2017Q01
Papua New Guinea,2017Q01
Paraguay,2017Q01
Peru,2017Q01
Philippines,2017Q01
Poland,2017Q01
Portugal,2017Q01
Puerto Rico,2017Q01
Qatar,2017Q01
Republic of Korea,2017Q01
Republic of Moldova,2017Q01
Reunion,2017Q01
Romania,2017Q01
Russian Federation,2017Q01
Saint Kitts and Nevis,2017Q01
Saint Lucia,2017Q01
Saint Vincent and the Grenadines,2017Q01
Samoa,2017Q01
Sao Tome and Principe,2017Q01
Saudi Arabia,2017Q01
Senegal,2017Q01
Serbia and Montenegro,2017Q01
Seychelles,2017Q01
Sierra Leone,2017Q01
Singapore,2017Q01
Sint Maarten (Dutch part),2017Q01
Slovenia,2017Q01
Solomon Islands,2017Q01
Somalia,2017Q01
South Africa,2017Q01
Spain,2017Q01
Sri Lanka,2017Q01
Sudan,2017Q01
Sudan (...2011),2017Q01
Suriname,2017Q01
Sweden,2017Q01
Syrian Arab Republic,2017Q01
Thailand,2017Q01
Timor-Leste,2017Q01
Togo,2017Q01
Tonga,2017Q01
Trinidad and Tobago,2017Q01
Tunisia,2017Q01
Turkiye,2017Q01
Tuvalu,2017Q01
Ukraine,2017Q01
United Arab Emirates,2017Q01
United Kingdom,2017Q01
United Republic of Tanzania,2017Q01
United States,2017Q01
United States Virgin Islands,2017Q01
Uruguay,2017Q01
Vanuatu,2017Q01
Venezuela (Bolivarian Rep. of),2017Q01
Viet Nam,2017Q01
Wallis and Futuna Islands,2017Q01
Yemen,2017Q01
Albania,2017Q02
Algeria,2017Q02
American Samoa,2017Q02
Angola,2017Q02
Anguilla,2017Q02
Antigua and Barbuda,2017Q02
Argentina,2017Q02
Aruba,2017Q02
Australia,2017Q02
Bahamas,2017Q02
Bahrain,2017Q02
Bangladesh,2017Q02
Barbados,2017Q02
Belgium,2017Q02
Belize,2017Q02
Benin,2017Q02
Bermuda,2017Q02
"Bonaire, Sint Eustatius and Saba",2017Q02
Brazil,2017Q02
British Virgin Islands,2017Q02
Brunei Darussalam,2017Q02
Bulgaria,2017Q02
Cabo Verde,2017Q02
Cambodia,2017Q02
Cameroon,2017Q02
Canada,2017Q02
Cayman Islands,2017Q02
Chile,2017Q02
China,2017Q02
"China, Hong Kong SAR",2017Q02
"China, Taiwan Province of",2017Q02
Christmas Island,2017Q02
Colombia,2017Q02
Comoros,2017Q02
Congo,2017Q02
Cook Islands,2017Q02
Costa Rica,2017Q02
Cote d'Ivoire,2017Q02
Croatia,2017Q02
Cuba,2017Q02
Curacao,2017Q02
Cyprus,2017Q02
Dem. Rep. of the Congo,2017Q02
Denmark,2017Q02
Djibouti,2017Q02
Dominica,2017Q02
Dominican Republic,2017Q02
Ecuador,2017Q02
Egypt,2017Q02
El Salvador,2017Q02
Equatorial Guinea,2017Q02
Eritrea,2017Q02
Estonia,2017Q02
Faroe Islands,2017Q02
Fiji,2017Q02
Finland,2017Q02
France,2017Q02
French Guiana,2017Q02
French Polynesia,2017Q02
Gabon,2017Q02
Gambia,2017Q02
Georgia,2017Q02
Germany,2017Q02
Ghana,2017Q02
Gibraltar,2017Q02
Greece,2017Q02
Greenland,2017Q02
Grenada,2017Q02
Guadeloupe,2017Q02
Guam,2017Q02
Guatemala,2017Q02
Guinea,2017Q02
Guinea-Bissau,2017Q02
Guyana,2017Q02
Haiti,2017Q02
Honduras,2017Q02
Iceland,2017Q02
India,2017Q02
Indonesia,2017Q02
Iran (Islamic Republic of),2017Q02
Iraq,2017Q02
Ireland,2017Q02
Israel,2017Q02
Italy,2017Q02
Jamaica,2017Q02
Japan,2017Q02
Jordan,2017Q02
Kenya,2017Q02
Kiribati,2017Q02
Kuwait,2017Q02
Latvia,2017Q02
Lebanon,2017Q02
Liberia,2017Q02
Libya,2017Q02
Lithuania,2017Q02
Madagascar,2017Q02
Malaysia,2017Q02
Maldives,2017Q02
Malta,2017Q02
Marshall Islands,2017Q02
Martinique,2017Q02
Mauritania,2017Q02
Mauritius,2017Q02
Mayotte,2017Q02
Mexico,2017Q02
Micronesia (Federated States of),2017Q02
Montenegro,2017Q02
Montserrat,2017Q02
Morocco,2017Q02
Mozambique,2017Q02
Myanmar,2017Q02
Namibia,2017Q02
Nauru,2017Q02
Netherlands (Kingdom of the),2017Q02
Netherlands Antilles,2017Q02
New Caledonia,2017Q02
New Zealand,2017Q02
Nicaragua,2017Q02
Nigeria,2017Q02
Norfolk Island,2017Q02
Northern Mariana Islands,2017Q02
Norway,2017Q02
Oman,2017Q02
Pakistan,2017Q02
Palau,2017Q02
Panama,2017Q02
Papua New Guinea,2017Q02
Paraguay,2017Q02
Peru,2017Q02
Philippines,2017Q02
Poland,2017Q02
Portugal,2017Q02
Puerto Rico,2017Q02
Qatar,2017Q02
Republic of Korea,2017Q02
Republic of Moldova,2017Q02
Reunion,2017Q02
Romania,2017Q02
Russian Federation,2017Q02
Saint Kitts and Nevis,2017Q02
Saint Lucia,2017Q02
Saint Vincent and the Grenadines,2017Q02
Samoa,2017Q02
Sao Tome and Principe,2017Q02
Saudi Arabia,2017Q02
Senegal,2017Q02
Serbia and Montenegro,2017Q02
Seychelles,2017Q02
Sierra Leone,2017Q02
Singapore,2017Q02
Sint Maarten (Dutch part),2017Q02
Slovenia,2017Q02
Solomon Islands,2017Q02
Somalia,2017Q02
South Africa,2017Q02
Spain,2017Q02
Sri Lanka,2017Q02
Sudan,2017Q02
Sudan (...2011),2017Q02
Suriname,2017Q02
Sweden,2017Q02
Syrian Arab Republic,2017Q02
Thailand,2017Q02
Timor-Leste,2017Q02
Togo,2017Q02
Tonga,2017Q02
Trinidad and Tobago,2017Q02
Tunisia,2017Q02
Turkiye,2017Q02
Tuvalu,2017Q02
Ukraine,2017Q02
United Arab Emirates,2017Q02
United Kingdom,2017Q02
United Republic of Tanzania,2017Q02
United States,2017Q02
United States Virgin Islands,2017Q02
Uruguay,2017Q02
Vanuatu,2017Q02
Venezuela (Bolivarian Rep. of),2017Q02
Viet Nam,2017Q02
Wallis and Futuna Islands,2017Q02
Yemen,2017Q02
Albania,2017Q03
Algeria,2017Q03
American Samoa,2017Q03
Angola,2017Q03
Anguilla,2017Q03
Antigua and Barbuda,2017Q03
Argentina,2017Q03
Aruba,2017Q03
Australia,2017Q03
Bahamas,2017Q03
Bahrain,2017Q03
Bangladesh,2017Q03
Barbados,2017Q03
Belgium,2017Q03
Belize,2017Q03
Benin,2017Q03
Bermuda,2017Q03
"Bonaire, Sint Eustatius and Saba",2017Q03
Brazil,2017Q03
British Virgin Islands,2017Q03
Brunei Darussalam,2017Q03
Bulgaria,2017Q03
Cabo Verde,2017Q03
Cambodia,2017Q03
Cameroon,2017Q03
Canada,2017Q03
Cayman Islands,2017Q03
Chile,2017Q03
China,2017Q03
"China, Hong Kong SAR",2017Q03
"China, Taiwan Province of",2017Q03
Christmas Island,2017Q03
Colombia,2017Q03
Comoros,2017Q03
Congo,2017Q03
Cook Islands,2017Q03
Costa Rica,2017Q03
Cote d'Ivoire,2017Q03
Croatia,2017Q03
Cuba,2017Q03
Curacao,2017Q03
Cyprus,2017Q03
Dem. Rep. of the Congo,2017Q03
Denmark,2017Q03
Djibouti,2017Q03
Dominica,2017Q03
Dominican Republic,2017Q03
Ecuador,2017Q03
Egypt,2017Q03
El Salvador,2017Q03
Equatorial Guinea,2017Q03
Eritrea,2017Q03
Estonia,2017Q03
Faroe Islands,2017Q03
Fiji,2017Q03
Finland,2017Q03
France,2017Q03
French Guiana,2017Q03
French Polynesia,2017Q03
Gabon,2017Q03
Gambia,2017Q03
Georgia,2017Q03
Germany,2017Q03
Ghana,2017Q03
Gibraltar,2017Q03
Greece,2017Q03
Greenland,2017Q03
Grenada,2017Q03
Guadeloupe,2017Q03
Guam,2017Q03
Guatemala,2017Q03
Guinea,2017Q03
Guinea-Bissau,2017Q03
Guyana,2017Q03
Haiti,2017Q03
Honduras,2017Q03
Iceland,2017Q03
India,2017Q03
Indonesia,2017Q03
Iran (Islamic Republic of),2017Q03
Iraq,2017Q03
Ireland,2017Q03
Israel,2017Q03
Italy,2017Q03
Jamaica,2017Q03
Japan,2017Q03
Jordan,2017Q03
Kenya,2017Q03
Kiribati,2017Q03
Kuwait,2017Q03
Latvia,2017Q03
Lebanon,2017Q03
Liberia,2017Q03
Libya,2017Q03
Lithuania,2017Q03
Madagascar,2017Q03
Malaysia,2017Q03
Maldives,2017Q03
Malta,2017Q03
Marshall Islands,2017Q03
Martinique,2017Q03
Mauritania,2017Q03
Mauritius,2017Q03
Mayotte,2017Q03
Mexico,2017Q03
Micronesia (Federated States of),2017Q03
Montenegro,2017Q03
Montserrat,2017Q03
Morocco,2017Q03
Mozambique,2017Q03
Myanmar,2017Q03
Namibia,2017Q03
Nauru,2017Q03
Netherlands (Kingdom of the),2017Q03
Netherlands Antilles,2017Q03
New Caledonia,2017Q03
New Zealand,2017Q03
Nicaragua,2017Q03
Nigeria,2017Q03
Norfolk Island,2017Q03
Northern Mariana Islands,2017Q03
Norway,2017Q03
Oman,2017Q03
Pakistan,2017Q03
Palau,2017Q03
Panama,2017Q03
Papua New Guinea,2017Q03
Paraguay,2017Q03
Peru,2017Q03
Philippines,2017Q03
Poland,2017Q03
Portugal,2017Q03
Puerto Rico,2017Q03
Qatar,2017Q03
Republic of Korea,2017Q03
Republic of Moldova,2017Q03
Reunion,2017Q03
Romania,2017Q03
Russian Federation,2017Q03
Saint Kitts and Nevis,2017Q03
Saint Lucia,2017Q03
Saint Vincent and the Grenadines,2017Q03
Samoa,2017Q03
Sao Tome and Principe,2017Q03
Saudi Arabia,2017Q03
Senegal,2017Q03
Serbia and Montenegro,2017Q03
Seychelles,2017Q03
Sierra Leone,2017Q03
Singapore,2017Q03
Sint Maarten (Dutch part),2017Q03
Slovenia,2017Q03
Solomon Islands,2017Q03
Somalia,2017Q03
South Africa,2017Q03
Spain,2017Q03
Sri Lanka,2017Q03
Sudan,2017Q03
Sudan (...2011),2017Q03
Suriname,2017Q03
Sweden,2017Q03
Syrian Arab Republic,2017Q03
Thailand,2017Q03
Timor-Leste,2017Q03
Togo,2017Q03
Tonga,2017Q03
Trinidad and Tobago,2017Q03
Tunisia,2017Q03
Turkiye,2017Q03
Tuvalu,2017Q03
Ukraine,2017Q03
United Arab Emirates,2017Q03
United Kingdom,2017Q03
United Republic of Tanzania,2017Q03
United States,2017Q03
United States Virgin Islands,2017Q03
Uruguay,2017Q03
Vanuatu,2017Q03
Venezuela (Bolivarian Rep. of),2017Q03
Viet Nam,2017Q03
Wallis and Futuna Islands,2017Q03
Yemen,2017Q03
Albania,2017Q04
Algeria,2017Q04
American Samoa,2017Q04
Angola,2017Q04
Anguilla,2017Q04
Antigua and Barbuda,2017Q04
Argentina,2017Q04
Aruba,2017Q04
Australia,2017Q04
Bahamas,2017Q04
Bahrain,2017Q04
Bangladesh,2017Q04
Barbados,2017Q04
Belgium,2017Q04
Belize,2017Q04
Benin,2017Q04
Bermuda,2017Q04
"Bonaire, Sint Eustatius and Saba",2017Q04
Brazil,2017Q04
British Virgin Islands,2017Q04
Brunei Darussalam,2017Q04
Bulgaria,2017Q04
Cabo Verde,2017Q04
Cambodia,2017Q04
Cameroon,2017Q04
Canada,2017Q04
Cayman Islands,2017Q04
Chile,2017Q04
China,2017Q04
"China, Hong Kong SAR",2017Q04
"China, Taiwan Province of",2017Q04
Christmas Island,2017Q04
Colombia,2017Q04
Comoros,2017Q04
Congo,2017Q04
Cook Islands,2017Q04
Costa Rica,2017Q04
Cote d'Ivoire,2017Q04
Croatia,2017Q04
Cuba,2017Q04
Curacao,2017Q04
Cyprus,2017Q04
Dem. Rep. of the Congo,2017Q04
Denmark,2017Q04
Djibouti,2017Q04
Dominica,2017Q04
Dominican Republic,2017Q04
Ecuador,2017Q04
Egypt,2017Q04
El Salvador,2017Q04
Equatorial Guinea,2017Q04
Eritrea,2017Q04
Estonia,2017Q04
Faroe Islands,2017Q04
Fiji,2017Q04
Finland,2017Q04
France,2017Q04
French Guiana,2017Q04
French Polynesia,2017Q04
Gabon,2017Q04
Gambia,2017Q04
Georgia,2017Q04
Germany,2017Q04
Ghana,2017Q04
Gibraltar,2017Q04
Greece,2017Q04
Greenland,2017Q04
Grenada,2017Q04
Guadeloupe,2017Q04
Guam,2017Q04
Guatemala,2017Q04
Guinea,2017Q04
Guinea-Bissau,2017Q04
Guyana,2017Q04
Haiti,2017Q04
Honduras,2017Q04
Iceland,2017Q04
India,2017Q04
Indonesia,2017Q04
Iran (Islamic Republic of),2017Q04
Iraq,2017Q04
Ireland,2017Q04
Israel,2017Q04
Italy,2017Q04
Jamaica,2017Q04
Japan,2017Q04
Jordan,2017Q04
Kenya,2017Q04
Kiribati,2017Q04
Kuwait,2017Q04
Latvia,2017Q04
Lebanon,2017Q04
Liberia,2017Q04
Libya,2017Q04
Lithuania,2017Q04
Madagascar,2017Q04
Malaysia,2017Q04
Maldives,2017Q04
Malta,2017Q04
Marshall Islands,2017Q04
Martinique,2017Q04
Mauritania,2017Q04
Mauritius,2017Q04
Mayotte,2017Q04
Mexico,2017Q04
Micronesia (Federated States of),2017Q04
Montenegro,2017Q04
Montserrat,2017Q04
Morocco,2017Q04
Mozambique,2017Q04
Myanmar,2017Q04
Namibia,2017Q04
Nauru,2017Q04
Netherlands (Kingdom of the),2017Q04
Netherlands Antilles,2017Q04
New Caledonia,2017Q04
New Zealand,2017Q04
Nicaragua,2017Q04
Nigeria,2017Q04
Norfolk Island,2017Q04
Northern Mariana Islands,2017Q04
Norway,2017Q04
Oman,2017Q04
Pakistan,2017Q04
Palau,2017Q04
Panama,2017Q04
Papua New Guinea,2017Q04
Paraguay,2017Q04
Peru,2017Q04
Philippines,2017Q04
Poland,2017Q04
Portugal,2017Q04
Puerto Rico,2017Q04
Qatar,2017Q04
Republic of Korea,2017Q04
Republic of Moldova,2017Q04
Reunion,2017Q04
Romania,2017Q04
Russian Federation,2017Q04
Saint Kitts and Nevis,2017Q04
Saint Lucia,2017Q04
Saint Vincent and the Grenadines,2017Q04
Samoa,2017Q04
Sao Tome and Principe,2017Q04
Saudi Arabia,2017Q04
Senegal,2017Q04
Serbia and Montenegro,2017Q04
Seychelles,2017Q04
Sierra Leone,2017Q04
Singapore,2017Q04
Sint Maarten (Dutch part),2017Q04
Slovenia,2017Q04
Solomon Islands,2017Q04
Somalia,2017Q04
South Africa,2017Q04
Spain,2017Q04
Sri Lanka,2017Q04
Sudan,2017Q04
Sudan (...2011),2017Q04
Suriname,2017Q04
Sweden,2017Q04
Syrian Arab Republic,2017Q04
Thailand,2017Q04
Timor-Leste,2017Q04
Togo,2017Q04
Tonga,2017Q04
Trinidad and Tobago,2017Q04
Tunisia,2017Q04
Turkiye,2017Q04
Tuvalu,2017Q04
Ukraine,2017Q04
United Arab Emirates,2017Q04
United Kingdom,2017Q04
United Republic of Tanzania,2017Q04
United States,2017Q04
United States Virgin Islands,2017Q04
Uruguay,2017Q04
Vanuatu,2017Q04
Venezuela (Bolivarian Rep. of),2017Q04
Viet Nam,2017Q04
Wallis and Futuna Islands,2017Q04
Yemen,2017Q04
Albania,2018Q01
Algeria,2018Q01
American Samoa,2018Q01
Angola,2018Q01
Anguilla,2018Q01
Antigua and Barbuda,2018Q01
Argentina,2018Q01
Aruba,2018Q01
Australia,2018Q01
Bahamas,2018Q01
Bahrain,2018Q01
Bangladesh,2018Q01
Barbados,2018Q01
Belgium,2018Q01
Belize,2018Q01
Benin,2018Q01
Bermuda,2018Q01
"Bonaire, Sint Eustatius and Saba",2018Q01
Brazil,2018Q01
British Virgin Islands,2018Q01
Brunei Darussalam,2018Q01
Bulgaria,2018Q01
Cabo Verde,2018Q01
Cambodia,2018Q01
Cameroon,2018Q01
Canada,2018Q01
Cayman Islands,2018Q01
Chile,2018Q01
China,2018Q01
"China, Hong Kong SAR",2018Q01
"China, Taiwan Province of",2018Q01
Christmas Island,2018Q01
Colombia,2018Q01
